fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,ts_10,ts_50
2022-11,3260B,7.8(18),11,71,0,1,5.4,970.1(26),3,1019.6,959.3,7.6,24.3(02),13.3,0,1,7,26/19.4(17),0,12,53,0,13,0.9(30),248,107,0,0,,29.2,13,1,12,0,12.8,0,12.9,18.1,0,949.4(17),8,25934,,,
2022-12,3260B,37.6(13),14,84,,,3.1,971.5(27),1,1016.3,955.7,6.6,19.6(25),13.5,0,6,3,24/17.5(12),2,14,33,0,16,-0.2(03),182,108,1,0,,105.6,,,8,1,10.0,,10.6,14.6,0,938.6(09),12,16886,,,
2022-13,3260B,37.6(13/dic),89,,,,8.5,,,,,,,,,18,129,,8,144,68,,80,,,101,1,0,,351.7,,,11,,,,,,0,,55,,,,
2022-1,3260B,6.3(05),2,,0,3,7.7,,,,,,,,,0,19,,0,10,79,,3,,,67,0,0,,9.5,2,0,8,,,0,,,0,,2,,,,
2022-2,3260B,2.4(25),6,59,,,7.6,970.4(09),0,1025.2,964.0,3.1,21.4(22),8.0,0,0,10,30/14.2(14),0,12,72,0,5,-0.7(07),169,73,0,0,,5.6,,,8,2,12.1,,10.2,17.4,0,955.4(18),2,,,,
2022-3,3260B,21.8(03),21,72,,,3.8,966.0(01),5,1016.5,956.2,7.0,19.9(01),12.2,0,0,0,25/16.7(13),2,10,32,0,16,0.9(06),293,94,0,0,,77.0,,,12,0,10.6,,11.0,14.9,0,942.9(30),13,,,,
2022-4,3260B,29.6(19),9,60,,,8.8,965.6(29),3,1013.8,954.0,6.9,27.4(16),11.2,0,1,8,26/18.9(23),3,10,66,0,12,-0.6(03),260,94,0,0,,79.2,,,12,2,7.4,,13.1,19.3,0,937.6(22),8,,,,
2022-5,3260B,9.2(03),6,42,0,0,11.5,964.4(26),1,1014.6,956.6,13.5,36.5(19),19.4,12,0,12,16/22.8(21),0,13,80,0,1,7.7(25),250,108,0,0,,9.2,1,1,12,0,18.8,0,21.2,28.9,0,945.5(29),1,,,,
2022-6,3260B,3.0(22),3,31,0,0,11.9,961.5(05),2,1012.4,955.3,17.9,41.8(17),24.8,20,0,10,18/22.8(17),0,17,79,0,1,12.9(24),288,105,0,0,,3.0,1,2,14,0,24.5,0,25.6,33.3,0,948.0(21),1,,,,
2022-7,3260B,0.0(--),0,24,0,0,13.0,964.7(07),1,1013.1,956.9,22.0,42.5(13),25.1,31,0,25,19/22.8(30),0,6,88,0,0,15.1(01),261,104,0,0,,0.0,0,0,12,0,34.5,0,30.6,39.1,0,950.6(27),0,,,,
2022-8,3260B,0.2(26),2,29,0,0,11.7,961.5(19),2,1010.8,954.4,21.2,40.6(04),25.0,31,0,17,19/20.6(13),0,12,86,0,1,15.0(18),242,117,0,0,,0.2,1,5,11,0,30.3,0,29.0,36.8,0,948.4(15),0,78535,,,
2022-9,3260B,10.0(12),6,43,0,0,10.1,961.6(30),2,1012.9,955.0,16.2,38.1(11),23.8,16,10,8,20/23.9(13),1,16,81,0,5,8.4(30),244,120,0,0,,16.4,5,2,11,0,17.3,0,22.8,29.4,0,947.7(29),4,61192,,,
